Model,Num_Interactions,Interactions,Train_Time_s,MSE,RMSE,MAE,R2,Index,Model_Type
Model 9,9,"[(3, 4), (1, 2), (1, 4), (2, 3), (2, 4), (2, 3, 4), (3, 5), (0, 1), (0, 3)]",5.747539069503546,4734.436355459045,68.80724057436866,30.80139735044457,0.9069980550708838,mobius,MOBIUS-SPEX-EBM
Model 10,10,"[(3, 4), (1, 2), (1, 4), (2, 3), (2, 4), (2, 3, 4), (3, 5), (0, 1), (0, 3), (0, 3, 4)]",358.4651270918548,4583.154223325719,67.69899721063614,31.949629749575827,0.9099697990051328,mobius,MOBIUS-SPEX-EBM
Model 1,1,"[(3, 4)]",6.056131921708584,5022.633680387612,70.87054169672764,33.27633999822331,0.9013367873445114,sii,SII-SPEX-EBM
Model 2,2,"[(3, 4), (2, 3)]",4.895398464053869,4857.741121205396,69.69749723774446,32.87734900274644,0.9045758907048518,sii,SII-SPEX-EBM
Model 3,3,"[(3, 4), (2, 3), (1, 4)]",8.106616374105215,4706.580005817779,68.60451884400749,32.44870102585424,0.907545257419961,sii,SII-SPEX-EBM
Model 4,4,"[(3, 4), (2, 3), (1, 4), (2, 4)]",7.597334757447243,4715.134993146607,68.66684056476318,32.62487260934967,0.907377205639202,sii,SII-SPEX-EBM
Model 5,5,"[(3, 4), (2, 3), (1, 4), (2, 4), (2, 3, 4)]",123.83175434172152,4653.1560864342055,68.21404610807224,32.39449847587255,0.9085947019652826,sii,SII-SPEX-EBM
Model 6,6,"[(3, 4), (2, 3), (1, 4), (2, 4), (2, 3, 4), (1, 2)]",265.24417336657643,4772.337364691516,69.08210596595558,33.36610271436033,0.9062535382353516,sii,SII-SPEX-EBM
Model 7,7,"[(3, 4), (2, 3), (1, 4), (2, 4), (2, 3, 4), (1, 2), (0, 2)]",9.076180972158909,4699.956875056211,68.556231482311,31.368143214010665,0.907675360350088,sii,SII-SPEX-EBM
Model 8,8,"[(3, 4), (2, 3), (1, 4), (2, 4), (2, 3, 4), (1, 2), (0, 2), (1, 2, 4)]",12.771269366145134,4690.50864072345,68.48728816885254,30.83746049766428,0.9078609588254124,sii,SII-SPEX-EBM
Model 9,9,"[(3, 4), (2, 3), (1, 4), (2, 4), (2, 3, 4), (1, 2), (0, 2), (1, 2, 4), (3, 5)]",11.811102509498596,4527.626537547319,67.28764030301046,30.26617562676809,0.911060569349706,sii,SII-SPEX-EBM
